226.6,0.047,3.4,11890,50,0.32,ChargerLaptopDanHP
226.6,0.047,3.4,11890,50,0.32,ChargerLaptopDanHP
226.6,0.047,3.4,11890,50,0.32,ChargerLaptopDanHP
226.6,0.047,3.4,11890,50,0.32,ChargerLaptopDanHP
226.6,0.047,3.4,11890,50,0.32,ChargerLaptopDanHP
226.6,0.047,3.4,11890,50,0.32,ChargerLaptopDanHP
226.6,0.047,3.4,11890,50,0.32,ChargerLaptopDanHP
226.6,0.047,3.4,11890,50,0.32,ChargerLaptopDanHP
226.6,0.047,3.4,11890,50,0.32,ChargerLaptopDanHP
226.6,0.047,3.4,11890,50,0.32,ChargerLaptopDanHP
226.6,0.047,6.1,11890,50,0.57,ChargerLaptopDanHP
226.6,0.047,6.1,11890,50,0.57,ChargerLaptopDanHP
226.2,0.057,6.1,11890,50,0.47,ChargerLaptopDanHP
226.2,0.057,6.1,11890,50,0.47,ChargerLaptopDanHP
226.2,0.057,6.1,11890,50,0.47,ChargerLaptopDanHP
226.2,0.057,6.1,11890,50,0.47,ChargerLaptopDanHP
226.2,0.057,6.1,11890,50,0.47,ChargerLaptopDanHP
226.2,0.057,6.1,11890,50,0.47,ChargerLaptopDanHP
226.2,0.057,6.1,11890,50,0.47,ChargerLaptopDanHP
226.2,0.057,6.1,11890,50,0.47,ChargerLaptopDanHP
226.2,0.057,6.1,11890,50,0.47,ChargerLaptopDanHP
226.2,0.057,6.1,11890,50,0.47,ChargerLaptopDanHP
226.1,0.202,17.4,11890,50,0.38,ChargerLaptopDanHP
226.1,0.202,17.4,11890,50,0.38,ChargerLaptopDanHP
226.1,0.202,17.4,11890,50,0.38,ChargerLaptopDanHP
226.1,0.202,17.4,11890,50,0.38,ChargerLaptopDanHP
226.1,0.202,17.4,11890,50,0.38,ChargerLaptopDanHP
226.1,0.202,17.4,11890,50,0.38,ChargerLaptopDanHP
226.1,0.202,17.4,11890,50,0.38,ChargerLaptopDanHP
226.1,0.202,17.4,11890,50,0.38,ChargerLaptopDanHP
226.1,0.202,17.4,11890,50,0.38,ChargerLaptopDanHP
226.1,0.202,17.4,11890,50,0.38,ChargerLaptopDanHP
226,0.362,42.7,11890,50,0.52,ChargerLaptopDanHP
226,0.362,42.7,11890,50,0.52,ChargerLaptopDanHP
226,0.362,42.7,11890,50,0.52,ChargerLaptopDanHP
226,0.362,42.7,11890,50,0.52,ChargerLaptopDanHP
226,0.362,42.7,11890,50,0.52,ChargerLaptopDanHP
226,0.362,42.7,11890,50,0.52,ChargerLaptopDanHP
226,0.362,42.7,11890,50,0.52,ChargerLaptopDanHP
226,0.362,42.7,11890,50,0.52,ChargerLaptopDanHP
226,0.362,42.7,11890,50,0.52,ChargerLaptopDanHP
226,0.362,42.7,11890,50,0.52,ChargerLaptopDanHP
226.3,0.372,43.8,11890,50,0.52,ChargerLaptopDanHP
226.3,0.372,43.8,11890,50,0.52,ChargerLaptopDanHP
226.3,0.372,43.8,11890,50,0.52,ChargerLaptopDanHP
226.3,0.372,43.8,11890,50,0.52,ChargerLaptopDanHP
226.3,0.372,43.8,11890,50,0.52,ChargerLaptopDanHP
226.3,0.372,43.8,11890,50,0.52,ChargerLaptopDanHP
226.3,0.372,43.8,11890,50,0.52,ChargerLaptopDanHP
226.3,0.372,43.8,11890,50,0.52,ChargerLaptopDanHP
226.3,0.372,43.8,11890,50,0.52,ChargerLaptopDanHP
226.3,0.372,43.8,11890,50,0.52,ChargerLaptopDanHP
226,0.614,78.1,11890,50,0.56,ChargerLaptopDanHP
226,0.614,78.1,11890,50,0.56,ChargerLaptopDanHP
226,0.614,78.1,11890,50,0.56,ChargerLaptopDanHP
